-33.348168,-70.670567,Strip Center Ciudad Empresarial
-33.348706,-70.670374,Av. Pedro Fontova Nº 7626
-33.347451,-70.67046,Av. Pedro Fontova N° 7777 Loc. 2
-33.365625,-70.670503,Av. Pedro  Fontova N° 6251 Loc. 3
-33.398253,-70.587655,Av. Americo Vespucio Norte 1737
-33.398199,-70.587591,Av. Americo Vespucio Norte
-33.398235,-70.587698,Av. Americo Vespucio Norte 1731
-33.450063,-70.673979,Union Americana N° 40
-33.457976,-70.680548,San Francisco De Borja N° 402
-33.451173,-70.67782,Exposicion 40 L-113-115
-33.448147,-70.670632,Av. Libertador Bernardo O´Higgins N° 3.470
-33.44795,-70.670482,Av. Libertador B. O´higging N° 3299 
-33.448291,-70.670482,Av. Lib. Bernardo O´Higgins N° 3470
-33.448273,-70.670546,Av. Lib. Bernardo O´Higgins 3850
-33.448183,-70.670567,Av. Lib. Bernardo O´Higgins 3307
-33.440484,-70.64072,Av. Lib. Bernardo O´Higgins 3002
-33.553627,-70.675052,Jose Miguel Carrera N° 10375
-33.553573,-70.67488,Gran Av. N° 10375, Paradero 31
-33.555576,-70.676554,Gran Av. J.M. Carrera 10525
-33.559993,-70.680727,Av. Jose Miguel Carrera N° 9501
-33.37376,-70.686124,Independencia 5784
-33.39424,-70.6578,El Guanaco 3100
-33.476288,-70.577784,Av. Vespucio Sur N° 2982
-33.384422,-70.68003,Farmacia Cruz Verde Avda. Independencia
-33.38091,-70.682797,Av. Independencia  5173
-33.380677,-70.682906,Avda Independencia
-33.482427,-70.620893,Vicuña Mackenna N° 3350
-33.45017,-70.631364,Vicuña Mackenna 699
-33.443868,-70.65426,Cruz Verde Teatinos
-33.440753,-70.654977,Teatinos
-33.473138,-70.626214,Santa Elena 2310
-33.438604,-70.658229,San Martin
-33.47235,-70.648423,San Diego
-33.439965,-70.647994,San Antonio
-33.435757,-70.661898,Atento Rosas
-33.436111,-70.651409,Puente Santo Domingo
-33.434235,-70.651683,Puente
-33.437718,-70.649812,Portal Bulnes N° 445
-33.445157,-70.654,Nataniel Cox 27
-33.436397,-70.643217,Monjitas 390
-33.441805,-70.65032,Moneda 975
-33.44167,-70.648678,Moneda 864
-33.439079,-70.645492,Miraflores esq. Huerfanos
-33.440426,-70.645234,Miraflores
-33.442131,-70.64943,Suc Miguel Cruchaga
-33.443868,-70.650503,Metro U de Chile
-33.437834,-70.645508,Sucursal Merced
-33.456799,-70.705654,Cruz Verd Las Rejas
-33.439719,-70.652777,Huerfanos 1134
-33.439352,-70.648646,Sucursal Huerfanos 835
-33.439195,-70.647498,Suc Nova huerfanos
-33.439902,-70.654643,Sucursal Huerfanos 1263
-33.439759,-70.652991,Servipag
-33.439302,-70.64826,Cruz Verde Huerfanos 86
-33.439938,-70.654764,Edificio Codelco
-33.439804,-70.653754,Cruz Verde Huerfanos
-33.439754,-70.652787,Huerfanos Sucursal
-33.439705,-70.652315,Huerfanos Sucursal bci
-33.439052,-70.646355,Suc Huerfanos 669
-33.451983,-70.666735,AIEP Grajales
-33.442436,-70.64907,Sucursal Bci Nova Estado
-33.44236,-70.649118,Salco Brand Estado 54
-33.438805,-70.649612,Cruz Verde Estado 397
-33.440477,-70.649359,Cruz Verde Estado 201
-33.440506,-70.649381,Estado  201
-33.449893,-70.653254,Eleuterio Ramirez N° 1320
-33.442883,-70.640536,Atento
-33.435,-70.679218,Chacabuco N° 848
-33.437274,-70.65128,Catedral 1009 
-33.440744,-70.664965,Bulnes 216
33.440869,-70.664944,Brasil N° 303
-33.458954,-70.62869,Beauchef 1453
-33.459005,-70.62868,Atento Chile
-33.459686,-70.649569,Av. Matta N° 1132
-33.447431,-70.670298,Av. Lib. Bernardo O´Higgins N° 799
-33.448255,-70.670503,Av. Lib. Bernardo O´Higgins N° 4
-33.448165,-70.670653,Av. Lib. Bernardo O´Higgins 2295
-33.448255,-70.670567,Clinica Alameda
